,interview__id,dcode,gtcode,gtname,clcode,clname,EA,EAname,hhmem,as1__101,as1__102,as1__103,as1__104,as1__105,as1__106,as1__107,as1__108,as1__109,as1__110,as1__111,as1__112,as1__113,as1__114,as1__115,as1__116,as1__117,as1__118,as1__119,as1__120,as1__121,as1__122,as1__123,as1__124,as1__125,as1__126,as1__127,as1__128,as1__129,as1__130,as1__131,as1__132,as2__1,as2__2,as2__3,as2__4,as2__5,as2__6,as2__7,as2__8,as2__9,as2_1,as2_2,as2_3,as2_4,as2_5,as2_6,as2_7,as2_8,as2_9,as2a,as2b,as3_1__1,as3_1__2,as3_1__3,as3,as3a,as3b,as3c,tot_wetland,as3d,as4,as4a,as4b,as4c,as4d,as5,as6a,as6b,a,area,weights
1362,b61e6bd26b4c4683af2f6267847d6c89,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),2.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,6.321083172147003
1363,e39fa13db80f4ecea351b5e472a237ca,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),2.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,2.5,0.0,0.0,2.5,0.0,,2,,,1.0,6.321083172147003
1364,2f64e51527b649c487fd22b11f618a1b,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),3.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,0,0,0.5,0.5,,,0.5,0.0,,,,,0.0,,2,,,1.0,6.321083172147003
1365,fd4dc8dd2ecc41c78a73154bf2071225,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),5.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,6.321083172147003
1366,e5c88052b55943648954496145c26985,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),3.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,1,0,,,2.0,,,40.0,,50.0,,1,7000.0,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,6.321083172147003
1367,1f7d9f30e282415a926222cc52ad0aa1,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),3.0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,6.321083172147003
1368,d1aec7da5cdd419987f406ca5f0d53a0,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),5.0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.5,1.5,,,0.0,,2,,,1.0,6.321083172147003
1369,b7676441e5e94a89a984b90a1524a848,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),3.0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,6.321083172147003
1370,1f646170af5c471cbc7d68ef4a324011,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),4.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,6.321083172147003
1371,162f3dfc62904cf2a101a516d1bf8873,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),3.0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,6.321083172147003
1372,29fbcd62521340888cf285c50e9fefbe,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),2.0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,2.0,0.0,0.0,2.0,0.0,,2,,,1.0,6.321083172147003
1373,925982caa4b74f8f84afe3f4a2d255ad,2,51,Phuentshogling Thromde,22,Pasakha Lap,2,Gurung Dangra (a),4.0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.18,0.18,,,0.0,,2,,,1.0,6.321083172147003
1374,8e113a9f947848db9ed80fb24a2d4284,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,7.65183752417795
1375,d6bd9f1552684564bf51e67e8806a289,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,5.0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,1,0,,,,,,,,200.0,,1,30000.0,0,1,0,,,,,,0.0,0.07,0.0,0.0,0.07,0.0,,2,,,1.0,7.65183752417795
1376,2aaec86287444e5da5f831dda7de1dfa,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,1.0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,7.65183752417795
1377,f9c05483a2464cd8be214367e8bfb42b,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,3.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,1.0,1.0,,,0.0,,2,,,1.0,7.65183752417795
1378,ba4c852497a148c6b3a90f5a0165cfd7,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,5.0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.12,0.0,0.0,0.12,0.0,,1,960000.0,,1.0,7.65183752417795
1379,4cca42e1568a4e79b81c275aa5fdca2d,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,5.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,1.63,0.0,0.0,1.63,0.0,,2,,,1.0,7.65183752417795
1380,c3e0cc6c8a2948448c328859dc9d607d,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,3.0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,1,0,,,,,,,,225.0,,2,,0,1,0,,,,,,0.0,0.11,0.11,,,0.0,,1,1700000.0,,1.0,7.65183752417795
1381,c734c8af6b2245ff8292480eab7c829b,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,6.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.3,0.0,0.0,0.3,0.0,,2,,,1.0,7.65183752417795
1382,eb4de02ada014defa68a5d440e13afa5,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,4.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.3,0.15,0.0,0.15,0.0,,2,,,1.0,7.65183752417795
1383,555a6aaa76f444979d1cd0794e69340f,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,2.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,7.65183752417795
1384,2478e2113e344914b70233fc6e12ceea,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,2.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,7.65183752417795
1385,3a139706c9b44d06a8a9a6e352ababe8,2,51,Phuentshogling Thromde,22,Pasakha Lap,22,Above Druk Cement and BPPL,4.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.18,0.18,,,0.0,,2,,,1.0,7.65183752417795
1386,441be9d1a1544815802121419391e65b,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),4.0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,9.562113932738505
1387,945a1200de564be2b37c777c1c8bbf8b,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),3.0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,,2,,,1.0,9.562113932738505
1388,693dfab3084a4a63b528dd6cb31b421e,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),2.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,9.562113932738505
1389,7bf56c25d25e489181832b78804bf5f6,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),3.0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,1,0,,,,,,,,15.0,,1,10000.0,0,1,0,,,,,,0.0,1.73,1.73,,,0.0,,2,,,1.0,9.562113932738505
1390,b2fda877bfb74b95955b9b4e183e695b,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),1.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,0.59,0.59,,,0.59,0.0,1.69,1.69,,,0.0,,2,,,1.0,9.562113932738505
1391,f11efe3967df4579a48fca4036e6e298,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),1.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,9.562113932738505
1392,88703ac8d0764400b5532c18cba627f6,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),6.0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,,,,,,,,15.0,,1,42000.0,0,1,0,,,,,,0.0,0.85,0.85,,,0.0,,2,,,1.0,9.562113932738505
1393,0e7d5ede78a041aa9b72657c4a3479fa,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),2.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.22,0.22,,,0.0,,2,,,1.0,9.562113932738505
1394,b63f287d728947c0a1812b191c2c63ff,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),1.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,9.562113932738505
1395,5ed148f993434614a0a0786fd5d758ce,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),6.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,9.562113932738505
1396,6049d8bcf9414368aba9bb31054a5f90,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),1.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,9.562113932738505
1397,1e4d6febd43641b99bb3a651e01cf8d5,2,51,Phuentshogling Thromde,22,Pasakha Lap,5,Gurung Dangra (c),5.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,9.562113932738505
1398,fdcbca79a8d34857acf01ded2b0c59de,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,2.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,27.446808510638302
1399,7258009f430d4846a52446ffd885769e,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,27.446808510638302
1400,b8aafc55f7634591b8025c7c8ede7b6e,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,2.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,1.1,0.0,0.0,1.1,0.0,,2,,,1.0,27.446808510638302
1401,901baaf2f43f463eadcaecb3e5cfdc76,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,2.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,27.446808510638302
1402,725b9d45812c46478dce4d5fb3e3f83e,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,2.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,27.446808510638302
1403,ea93db8af31844d79061e2d48cd22b4f,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,27.446808510638302
1404,588755285255450cbf73d041abbcfc37,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,4.0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.6,0.0,0.0,0.6,0.0,,2,,,1.0,27.446808510638302
1405,03c0beda5bd64a19b5764a14d575b18e,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.6,0.0,0.0,0.6,0.0,,2,,,1.0,27.446808510638302
1406,2f2b252b3ad14eb3958fd5156c057955,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,27.446808510638302
1407,39b2a2a52d9b427792befa177c5ff83a,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,0.96,0.0,0.0,0.96,0.96,0.0,0.8,0.8,,,0.0,,2,,,1.0,27.446808510638302
1408,5b3d0fa1df7f4252bf973e02c1e5ad25,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,2.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,27.446808510638302
1409,1742dbd9e9f4440b90d14ffb491ae640,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,1,New Beer Factory & St. Gobin Area,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,27.446808510638302
1410,7f899a0cdf2846119ea52486adb2323a,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1411,1ce9b7a61b1c43759c95e2138cc374dc,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1412,15740fb4fb5c4bd3915512ea2d6f42ea,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,3.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.16,0.16,,,0.0,,2,,,1.0,12.233434650455926
1413,8705aa9be5fb43e7808ad4d9acd91a34,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,3.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1414,6df6b3097b7040ebab05f30354f55b00,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,3.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1415,a5ab14a29f7b4f6fbebea35c1daf44b0,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1416,d966a5718a154ab59695bd0d460e778a,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,2.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1417,65c8ae4cf242449eba033e7ed6f58605,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,4.0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1418,c3fee8cb792842b8be9a52522dfc7aed,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,2.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1419,b7342023929f4752b347306fc0cc5ac6,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,2.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1420,24e654d554db45bba50f192ef72326eb,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1421,e07a932a546a48c68618b17740f8d6ed,2,51,Phuentshogling Thromde,23,Pasakha Industrail Estate,5,Bhutan Concast- RSA,1.0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,12.233434650455926
1422,6f77b6ca3d684fbaa622dc7a6fc2cca1,2,51,Phuentshogling Thromde,24,Pasakha Industrail Estate a,3,BFAL/BCCL/BSMPL Factory Area,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,11.624530663329162
1423,00521f502fbe4baca263ea9c90c7dbc8,2,51,Phuentshogling Thromde,24,Pasakha Industrail Estate a,3,BFAL/BCCL/BSMPL Factory Area,2.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,11.624530663329162
1424,61793c6604514eae948badc510fa70f2,2,51,Phuentshogling Thromde,24,Pasakha Industrail Estate a,3,BFAL/BCCL/BSMPL Factory Area,2.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,1.0,11.624530663329162
